Date,Product_ID,Store_ID,Units_Sold,Revenue,Promotion,Holiday
2022-01-08,P001,S001,91,2275.0,0,0
2022-01-08,P001,S002,100,2500.0,0,0
2022-01-08,P002,S001,124,4960.0,1,0
2022-01-08,P002,S002,102,4080.0,0,0
2022-01-08,P003,S001,98,1470.0,0,0
2022-01-08,P003,S002,96,1440.0,0,0
2022-01-09,P001,S001,94,2350.0,0,0
2022-01-09,P001,S002,85,2125.0,0,0
2022-01-09,P002,S001,100,4000.0,0,0
2022-01-09,P002,S002,96,3840.0,0,0
2022-01-09,P003,S001,115,1725.0,1,0
2022-01-09,P003,S002,103,1545.0,0,0
2022-01-10,P001,S001,70,1750.0,0,0
2022-01-10,P001,S002,72,1800.0,0,0
2022-01-10,P002,S001,114,4560.0,1,0
2022-01-10,P002,S002,89,3560.0,0,0
2022-01-10,P003,S001,94,1410.0,1,0
2022-01-10,P003,S002,105,1575.0,1,0
2022-01-11,P001,S001,116,2900.0,1,0
2022-01-11,P001,S002,70,1750.0,0,0
2022-01-11,P002,S001,78,3120.0,0,0
2022-01-11,P002,S002,115,4600.0,1,0
2022-01-11,P003,S001,80,1200.0,0,0
2022-01-11,P003,S002,73,1095.0,0,0
2022-01-12,P001,S001,76,1900.0,0,0
2022-01-12,P001,S002,99,2475.0,1,0
2022-01-12,P002,S001,85,3400.0,0,0
2022-01-12,P002,S002,91,3640.0,0,0
2022-01-12,P003,S001,96,1440.0,1,0
2022-01-12,P003,S002,75,1125.0,0,0
2022-01-13,P001,S001,69,1725.0,0,0
2022-01-13,P001,S002,80,2000.0,0,0
2022-01-13,P002,S001,75,3000.0,0,0
2022-01-13,P002,S002,96,3840.0,1,0
2022-01-13,P003,S001,80,1200.0,0,0
2022-01-13,P003,S002,96,1440.0,1,0
2022-01-14,P001,S001,86,2150.0,0,0
2022-01-14,P001,S002,86,2150.0,0,0
2022-01-14,P002,S001,83,3320.0,0,0
2022-01-14,P002,S002,81,3240.0,0,0
2022-01-14,P003,S001,88,1320.0,0,0
2022-01-14,P003,S002,72,1080.0,0,0
2022-01-15,P001,S001,99,2475.0,0,0
2022-01-15,P001,S002,82,2050.0,0,0
2022-01-15,P002,S001,88,3520.0,0,0
2022-01-15,P002,S002,87,3480.0,0,0
2022-01-15,P003,S001,93,1395.0,0,0
2022-01-15,P003,S002,112,1680.0,1,0
2022-01-16,P001,S001,85,2125.0,0,0
2022-01-16,P001,S002,139,3475.0,1,0
2022-01-16,P002,S001,101,4040.0,0,0
2022-01-16,P002,S002,127,5080.0,1,0
2022-01-16,P003,S001,89,1335.0,0,0
2022-01-16,P003,S002,108,1620.0,0,0
2022-01-17,P001,S001,109,2725.0,1,0
2022-01-17,P001,S002,76,1900.0,0,0
2022-01-17,P002,S001,90,3600.0,0,0
2022-01-17,P002,S002,113,4520.0,1,0
2022-01-17,P003,S001,70,1050.0,0,0
2022-01-17,P003,S002,90,1350.0,0,0
2022-01-18,P001,S001,68,1700.0,0,0
2022-01-18,P001,S002,84,2100.0,0,0
2022-01-18,P002,S001,72,2880.0,0,0
2022-01-18,P002,S002,85,3400.0,0,0
2022-01-18,P003,S001,74,1110.0,0,0
2022-01-18,P003,S002,74,1110.0,0,0
2022-01-19,P001,S001,86,2150.0,0,0
2022-01-19,P001,S002,89,2225.0,0,0
2022-01-19,P002,S001,82,3280.0,0,0
2022-01-19,P002,S002,77,3080.0,0,0
2022-01-19,P003,S001,74,1110.0,0,0
2022-01-19,P003,S002,101,1515.0,1,0
2022-01-20,P001,S001,109,2725.0,1,0
2022-01-20,P001,S002,80,2000.0,0,0
2022-01-20,P002,S001,80,3200.0,0,0
2022-01-20,P002,S002,86,3440.0,0,0
2022-01-20,P003,S001,69,1035.0,0,0
2022-01-20,P003,S002,72,1080.0,0,0
2022-01-21,P001,S001,119,2975.0,1,0
2022-01-21,P001,S002,100,2500.0,1,0
2022-01-21,P002,S001,91,3640.0,0,0
2022-01-21,P002,S002,92,3680.0,0,0
2022-01-21,P003,S001,116,1740.0,1,0
2022-01-21,P003,S002,78,1170.0,0,0
2022-01-22,P001,S001,119,2975.0,1,0
2022-01-22,P001,S002,98,2450.0,0,0
2022-01-22,P002,S001,133,5320.0,1,0
2022-01-22,P002,S002,85,3400.0,0,0
2022-01-22,P003,S001,111,1665.0,0,0
2022-01-22,P003,S002,97,1455.0,0,0
2022-01-23,P001,S001,135,3375.0,1,0
2022-01-23,P001,S002,102,2550.0,0,0
2022-01-23,P002,S001,91,3640.0,0,0
2022-01-23,P002,S002,137,5480.0,1,0
2022-01-23,P003,S001,141,2115.0,1,0
2022-01-23,P003,S002,97,1455.0,0,0
2022-01-24,P001,S001,84,2100.0,0,0
2022-01-24,P001,S002,88,2200.0,0,0
2022-01-24,P002,S001,100,4000.0,1,0
2022-01-24,P002,S002,71,2840.0,0,0
2022-01-24,P003,S001,69,1035.0,0,0
2022-01-24,P003,S002,81,1215.0,0,0
2022-01-25,P001,S001,83,2075.0,0,0
2022-01-25,P001,S002,69,1725.0,0,0
2022-01-25,P002,S001,100,4000.0,1,0
2022-01-25,P002,S002,81,3240.0,0,0
2022-01-25,P003,S001,74,1110.0,0,0
2022-01-25,P003,S002,70,1050.0,0,0
2022-01-26,P001,S001,81,2025.0,0,0
2022-01-26,P001,S002,84,2100.0,0,0
2022-01-26,P002,S001,92,3680.0,0,0
2022-01-26,P002,S002,76,3040.0,0,0
2022-01-26,P003,S001,75,1125.0,0,0
2022-01-26,P003,S002,70,1050.0,0,0
2022-01-27,P001,S001,92,2300.0,0,0
2022-01-27,P001,S002,111,2775.0,1,0
2022-01-27,P002,S001,73,2920.0,0,0
2022-01-27,P002,S002,74,2960.0,0,0
2022-01-27,P003,S001,86,1290.0,0,0
2022-01-27,P003,S002,75,1125.0,0,0
2022-01-28,P001,S001,112,2800.0,1,0
2022-01-28,P001,S002,83,2075.0,0,0
2022-01-28,P002,S001,74,2960.0,0,0
2022-01-28,P002,S002,87,3480.0,0,0
2022-01-28,P003,S001,71,1065.0,0,0
2022-01-28,P003,S002,69,1035.0,0,0
2022-01-29,P001,S001,134,3350.0,1,0
2022-01-29,P001,S002,85,2125.0,0,0
2022-01-29,P002,S001,96,3840.0,0,0
2022-01-29,P002,S002,95,3800.0,0,0
2022-01-29,P003,S001,100,1500.0,0,0
2022-01-29,P003,S002,84,1260.0,0,0
2022-01-30,P001,S001,101,2525.0,0,0
2022-01-30,P001,S002,107,2675.0,0,0
2022-01-30,P002,S001,87,3480.0,0,0
2022-01-30,P002,S002,101,4040.0,0,0
2022-01-30,P003,S001,99,1485.0,0,0
2022-01-30,P003,S002,129,1935.0,1,0
2022-01-31,P001,S001,84,2100.0,0,0
2022-01-31,P001,S002,82,2050.0,0,0
2022-01-31,P002,S001,101,4040.0,1,0
2022-01-31,P002,S002,118,4720.0,1,0
2022-01-31,P003,S001,70,1050.0,0,0
2022-01-31,P003,S002,69,1035.0,0,0
2022-02-01,P001,S001,85,2125.0,0,0
2022-02-01,P001,S002,76,1900.0,0,0
2022-02-01,P002,S001,90,3600.0,1,0
2022-02-01,P002,S002,98,3920.0,1,0
2022-02-01,P003,S001,86,1290.0,0,0
2022-02-01,P003,S002,90,1350.0,0,0
2022-02-02,P001,S001,88,2200.0,0,0
2022-02-02,P001,S002,73,1825.0,0,0
2022-02-02,P002,S001,88,3520.0,0,0
2022-02-02,P002,S002,102,4080.0,1,0
2022-02-02,P003,S001,88,1320.0,0,0
2022-02-02,P003,S002,91,1365.0,0,0
2022-02-03,P001,S001,103,2575.0,1,0
2022-02-03,P001,S002,87,2175.0,0,0
2022-02-03,P002,S001,91,3640.0,0,0
2022-02-03,P002,S002,89,3560.0,0,0
2022-02-03,P003,S001,90,1350.0,0,0
2022-02-03,P003,S002,69,1035.0,0,0
2022-02-04,P001,S001,92,2300.0,1,0
2022-02-04,P001,S002,92,2300.0,0,0
2022-02-04,P002,S001,108,4320.0,1,0
2022-02-04,P002,S002,80,3200.0,0,0
2022-02-04,P003,S001,77,1155.0,0,0
2022-02-04,P003,S002,87,1305.0,0,0
2022-02-05,P001,S001,106,2650.0,0,0
2022-02-05,P001,S002,97,2425.0,0,0
2022-02-05,P002,S001,99,3960.0,0,0
2022-02-05,P002,S002,109,4360.0,0,0
2022-02-05,P003,S001,86,1290.0,0,0
2022-02-05,P003,S002,105,1575.0,0,0
2022-02-06,P001,S001,86,2150.0,0,0
2022-02-06,P001,S002,103,2575.0,0,0
2022-02-06,P002,S001,107,4280.0,0,0
2022-02-06,P002,S002,85,3400.0,0,0
2022-02-06,P003,S001,111,1665.0,0,0
2022-02-06,P003,S002,93,1395.0,0,0
2022-02-07,P001,S001,120,3000.0,1,0
2022-02-07,P001,S002,113,2825.0,1,0
2022-02-07,P002,S001,71,2840.0,0,0
2022-02-07,P002,S002,82,3280.0,0,0
2022-02-07,P003,S001,91,1365.0,0,0
2022-02-07,P003,S002,81,1215.0,0,0
2022-02-08,P001,S001,80,2000.0,0,0
2022-02-08,P001,S002,72,1800.0,0,0
2022-02-08,P002,S001,85,3400.0,0,0
2022-02-08,P002,S002,83,3320.0,0,0
2022-02-08,P003,S001,101,1515.0,1,0
2022-02-08,P003,S002,90,1350.0,0,0
2022-02-09,P001,S001,92,2300.0,0,0
2022-02-09,P001,S002,93,2325.0,0,0
2022-02-09,P002,S001,91,3640.0,0,0
2022-02-09,P002,S002,93,3720.0,0,0
2022-02-09,P003,S001,82,1230.0,0,0
2022-02-09,P003,S002,106,1590.0,1,0
2022-02-10,P001,S001,86,2150.0,0,0
2022-02-10,P001,S002,84,2100.0,0,0
2022-02-10,P002,S001,91,3640.0,0,0
2022-02-10,P002,S002,76,3040.0,0,0
2022-02-10,P003,S001,118,1770.0,1,0
2022-02-10,P003,S002,84,1260.0,0,0
2022-02-11,P001,S001,74,1850.0,0,0
2022-02-11,P001,S002,78,1950.0,0,0
2022-02-11,P002,S001,71,2840.0,0,0
2022-02-11,P002,S002,121,4840.0,1,0
2022-02-11,P003,S001,82,1230.0,0,0
2022-02-11,P003,S002,89,1335.0,0,0
2022-02-12,P001,S001,88,2200.0,0,0
2022-02-12,P001,S002,139,3475.0,1,0
2022-02-12,P002,S001,136,5440.0,1,0
2022-02-12,P002,S002,95,3800.0,0,0
2022-02-12,P003,S001,141,2115.0,1,0
2022-02-12,P003,S002,84,1260.0,0,0
2022-02-13,P001,S001,107,2675.0,0,0
2022-02-13,P001,S002,114,2850.0,1,0
2022-02-13,P002,S001,94,3760.0,0,0
2022-02-13,P002,S002,140,5600.0,1,0
2022-02-13,P003,S001,126,1890.0,1,0
2022-02-13,P003,S002,91,1365.0,0,0
2022-02-14,P001,S001,90,2250.0,0,0
2022-02-14,P001,S002,122,3050.0,1,0
2022-02-14,P002,S001,108,4320.0,1,0
2022-02-14,P002,S002,92,3680.0,0,0
2022-02-14,P003,S001,98,1470.0,1,0
2022-02-14,P003,S002,72,1080.0,0,0
2022-02-15,P001,S001,109,2725.0,1,0
2022-02-15,P001,S002,86,2150.0,0,0
2022-02-15,P002,S001,78,3120.0,0,0
2022-02-15,P002,S002,86,3440.0,0,0
2022-02-15,P003,S001,88,1320.0,0,0
2022-02-15,P003,S002,90,1350.0,0,0
2022-02-16,P001,S001,83,2075.0,0,0
2022-02-16,P001,S002,103,2575.0,1,0
2022-02-16,P002,S001,70,2800.0,0,0
2022-02-16,P002,S002,84,3360.0,0,0
2022-02-16,P003,S001,74,1110.0,0,0
2022-02-16,P003,S002,69,1035.0,0,0
2022-02-17,P001,S001,84,2100.0,0,0
2022-02-17,P001,S002,80,2000.0,0,0
2022-02-17,P002,S001,101,4040.0,1,0
2022-02-17,P002,S002,88,3520.0,0,0
2022-02-17,P003,S001,84,1260.0,0,0
2022-02-17,P003,S002,120,1800.0,1,0
2022-02-18,P001,S001,92,2300.0,0,0
2022-02-18,P001,S002,75,1875.0,0,0
2022-02-18,P002,S001,93,3720.0,0,0
2022-02-18,P002,S002,77,3080.0,0,0
2022-02-18,P003,S001,75,1125.0,0,0
2022-02-18,P003,S002,72,1080.0,0,0
2022-02-19,P001,S001,88,2200.0,0,0
2022-02-19,P001,S002,102,2550.0,0,0
2022-02-19,P002,S001,93,3720.0,0,0
2022-02-19,P002,S002,126,5040.0,1,0
2022-02-19,P003,S001,88,1320.0,0,0
2022-02-19,P003,S002,84,1260.0,0,0
2022-02-20,P001,S001,91,2275.0,0,0
2022-02-20,P001,S002,86,2150.0,0,0
2022-02-20,P002,S001,97,3880.0,0,0
2022-02-20,P002,S002,94,3760.0,0,0
2022-02-20,P003,S001,104,1560.0,0,0
2022-02-20,P003,S002,107,1605.0,0,0
2022-02-21,P001,S001,71,1775.0,0,0
2022-02-21,P001,S002,120,3000.0,1,0
2022-02-21,P002,S001,76,3040.0,0,0
2022-02-21,P002,S002,114,4560.0,1,0
2022-02-21,P003,S001,74,1110.0,0,0
2022-02-21,P003,S002,81,1215.0,0,0
2022-02-22,P001,S001,78,1950.0,0,0
2022-02-22,P001,S002,88,2200.0,0,0
2022-02-22,P002,S001,75,3000.0,0,0
2022-02-22,P002,S002,91,3640.0,0,0
2022-02-22,P003,S001,82,1230.0,0,0
2022-02-22,P003,S002,80,1200.0,0,0
2022-02-23,P001,S001,75,1875.0,0,0
2022-02-23,P001,S002,79,1975.0,0,0
2022-02-23,P002,S001,77,3080.0,0,0
2022-02-23,P002,S002,77,3080.0,0,0
2022-02-23,P003,S001,91,1365.0,0,0
2022-02-23,P003,S002,86,1290.0,0,0
2022-02-24,P001,S001,82,2050.0,0,0
2022-02-24,P001,S002,83,2075.0,0,0
2022-02-24,P002,S001,88,3520.0,0,0
2022-02-24,P002,S002,72,2880.0,0,0
2022-02-24,P003,S001,78,1170.0,0,0
2022-02-24,P003,S002,83,1245.0,0,0
2022-02-25,P001,S001,94,2350.0,0,0
2022-02-25,P001,S002,75,1875.0,0,0
2022-02-25,P002,S001,73,2920.0,0,0
2022-02-25,P002,S002,73,2920.0,0,0
2022-02-25,P003,S001,76,1140.0,0,0
2022-02-25,P003,S002,91,1365.0,0,0
2022-02-26,P001,S001,99,2475.0,0,0
2022-02-26,P001,S002,112,2800.0,0,0
2022-02-26,P002,S001,95,3800.0,0,0
2022-02-26,P002,S002,142,5680.0,1,0
2022-02-26,P003,S001,118,1770.0,1,0
2022-02-26,P003,S002,103,1545.0,0,0
2022-02-27,P001,S001,130,3250.0,1,0
2022-02-27,P001,S002,92,2300.0,0,0
2022-02-27,P002,S001,89,3560.0,0,0
2022-02-27,P002,S002,96,3840.0,0,0
2022-02-27,P003,S001,91,1365.0,0,0
2022-02-27,P003,S002,102,1530.0,0,0
2022-02-28,P001,S001,84,2100.0,0,0
2022-02-28,P001,S002,81,2025.0,0,0
2022-02-28,P002,S001,71,2840.0,0,0
2022-02-28,P002,S002,73,2920.0,0,0
2022-02-28,P003,S001,94,1410.0,0,0
2022-02-28,P003,S002,89,1335.0,0,0
2022-03-01,P001,S001,108,2700.0,0,0
2022-03-01,P001,S002,105,2625.0,0,0
2022-03-01,P002,S001,100,4000.0,0,0
2022-03-01,P002,S002,116,4640.0,0,0
2022-03-01,P003,S001,152,2280.0,1,0
2022-03-01,P003,S002,110,1650.0,0,0
2022-03-02,P001,S001,121,3025.0,1,0
2022-03-02,P001,S002,110,2750.0,0,0
2022-03-02,P002,S001,113,4520.0,0,0
2022-03-02,P002,S002,112,4480.0,0,0
2022-03-02,P003,S001,92,1380.0,0,0
2022-03-02,P003,S002,112,1680.0,0,0
2022-03-03,P001,S001,103,2575.0,0,0
2022-03-03,P001,S002,114,2850.0,0,0
2022-03-03,P002,S001,112,4480.0,0,0
2022-03-03,P002,S002,99,3960.0,0,0
2022-03-03,P003,S001,96,1440.0,0,0
2022-03-03,P003,S002,103,1545.0,0,0
2022-03-04,P001,S001,115,2875.0,0,0
2022-03-04,P001,S002,104,2600.0,0,0
2022-03-04,P002,S001,139,5560.0,1,0
2022-03-04,P002,S002,116,4640.0,0,0
2022-03-04,P003,S001,97,1455.0,0,0
2022-03-04,P003,S002,112,1680.0,0,0
2022-03-05,P001,S001,125,3125.0,0,0
2022-03-05,P001,S002,174,4350.0,1,0
2022-03-05,P002,S001,116,4640.0,0,0
2022-03-05,P002,S002,132,5280.0,0,0
2022-03-05,P003,S001,126,1890.0,0,0
2022-03-05,P003,S002,137,2055.0,0,0
2022-03-06,P001,S001,135,3375.0,0,0
2022-03-06,P001,S002,136,3400.0,0,0
2022-03-06,P002,S001,120,4800.0,0,0
2022-03-06,P002,S002,110,4400.0,0,0
2022-03-06,P003,S001,132,1980.0,0,0
2022-03-06,P003,S002,129,1935.0,0,0
2022-03-07,P001,S001,104,2600.0,0,0
2022-03-07,P001,S002,98,2450.0,0,0
2022-03-07,P002,S001,115,4600.0,0,0
2022-03-07,P002,S002,100,4000.0,0,0
2022-03-07,P003,S001,117,1755.0,0,0
2022-03-07,P003,S002,105,1575.0,0,0
2022-03-08,P001,S001,106,2650.0,0,0
2022-03-08,P001,S002,114,2850.0,0,0
2022-03-08,P002,S001,136,5440.0,1,0
2022-03-08,P002,S002,116,4640.0,0,0
2022-03-08,P003,S001,92,1380.0,0,0
2022-03-08,P003,S002,106,1590.0,0,0
2022-03-09,P001,S001,110,2750.0,0,0
2022-03-09,P001,S002,151,3775.0,1,0
2022-03-09,P002,S001,91,3640.0,0,0
2022-03-09,P002,S002,148,5920.0,1,0
2022-03-09,P003,S001,116,1740.0,0,0
2022-03-09,P003,S002,135,2025.0,1,0
2022-03-10,P001,S001,100,2500.0,0,0
2022-03-10,P001,S002,98,2450.0,0,0
2022-03-10,P002,S001,114,4560.0,1,0
2022-03-10,P002,S002,100,4000.0,0,0
2022-03-10,P003,S001,116,1740.0,0,0
2022-03-10,P003,S002,98,1470.0,0,0
2022-03-11,P001,S001,101,2525.0,0,0
2022-03-11,P001,S002,101,2525.0,0,0
2022-03-11,P002,S001,93,3720.0,0,0
2022-03-11,P002,S002,100,4000.0,0,0
2022-03-11,P003,S001,128,1920.0,1,0
2022-03-11,P003,S002,107,1605.0,0,0
2022-03-12,P001,S001,130,3250.0,0,0
2022-03-12,P001,S002,141,3525.0,0,0
2022-03-12,P002,S001,121,4840.0,0,0
2022-03-12,P002,S002,142,5680.0,0,0
2022-03-12,P003,S001,127,1905.0,0,0
2022-03-12,P003,S002,133,1995.0,0,0
2022-03-13,P001,S001,139,3475.0,0,0
2022-03-13,P001,S002,112,2800.0,0,0
2022-03-13,P002,S001,123,4920.0,0,0
2022-03-13,P002,S002,108,4320.0,0,0
2022-03-13,P003,S001,122,1830.0,0,0
2022-03-13,P003,S002,122,1830.0,0,0
2022-03-14,P001,S001,105,2625.0,0,0
2022-03-14,P001,S002,93,2325.0,0,0
2022-03-14,P002,S001,152,6080.0,1,0
2022-03-14,P002,S002,96,3840.0,0,0
2022-03-14,P003,S001,100,1500.0,0,0
2022-03-14,P003,S002,92,1380.0,0,0
2022-03-15,P001,S001,108,2700.0,0,0
2022-03-15,P001,S002,95,2375.0,0,0
2022-03-15,P002,S001,108,4320.0,0,0
2022-03-15,P002,S002,91,3640.0,0,0
2022-03-15,P003,S001,93,1395.0,0,0
2022-03-15,P003,S002,95,1425.0,0,0
2022-03-16,P001,S001,95,2375.0,0,0
2022-03-16,P001,S002,114,2850.0,0,0
2022-03-16,P002,S001,130,5200.0,1,0
2022-03-16,P002,S002,94,3760.0,0,0
2022-03-16,P003,S001,116,1740.0,0,0
2022-03-16,P003,S002,90,1350.0,0,0
2022-03-17,P001,S001,89,2225.0,0,0
2022-03-17,P001,S002,106,2650.0,0,0
2022-03-17,P002,S001,115,4600.0,0,0
2022-03-17,P002,S002,128,5120.0,1,0
2022-03-17,P003,S001,100,1500.0,0,0
2022-03-17,P003,S002,96,1440.0,0,0
2022-03-18,P001,S001,100,2500.0,0,0
2022-03-18,P001,S002,101,2525.0,0,0
2022-03-18,P002,S001,117,4680.0,0,0
2022-03-18,P002,S002,92,3680.0,0,0
2022-03-18,P003,S001,134,2010.0,1,0
2022-03-18,P003,S002,147,2205.0,1,0
2022-03-19,P001,S001,106,2650.0,0,0
2022-03-19,P001,S002,126,3150.0,0,0
2022-03-19,P002,S001,115,4600.0,0,0
2022-03-19,P002,S002,137,5480.0,0,0
2022-03-19,P003,S001,163,2445.0,1,0
2022-03-19,P003,S002,116,1740.0,0,0
2022-03-20,P001,S001,140,3500.0,0,0
2022-03-20,P001,S002,127,3175.0,0,0
2022-03-20,P002,S001,126,5040.0,0,0
2022-03-20,P002,S002,137,5480.0,0,0
2022-03-20,P003,S001,106,1590.0,0,0
2022-03-20,P003,S002,139,2085.0,0,0
2022-03-21,P001,S001,139,3475.0,1,0
2022-03-21,P001,S002,109,2725.0,0,0
2022-03-21,P002,S001,116,4640.0,0,0
2022-03-21,P002,S002,100,4000.0,0,0
2022-03-21,P003,S001,89,1335.0,0,0
2022-03-21,P003,S002,111,1665.0,0,0
2022-03-22,P001,S001,107,2675.0,0,0
2022-03-22,P001,S002,100,2500.0,0,0
2022-03-22,P002,S001,99,3960.0,0,0
2022-03-22,P002,S002,97,3880.0,0,0
2022-03-22,P003,S001,103,1545.0,0,0
2022-03-22,P003,S002,117,1755.0,0,0
2022-03-23,P001,S001,95,2375.0,0,0
2022-03-23,P001,S002,96,2400.0,0,0
2022-03-23,P002,S001,90,3600.0,0,0
2022-03-23,P002,S002,107,4280.0,0,0
2022-03-23,P003,S001,112,1680.0,0,0
2022-03-23,P003,S002,90,1350.0,0,0
2022-03-24,P001,S001,103,2575.0,0,0
2022-03-24,P001,S002,102,2550.0,0,0
2022-03-24,P002,S001,114,4560.0,0,0
2022-03-24,P002,S002,110,4400.0,0,0
2022-03-24,P003,S001,106,1590.0,0,0
2022-03-24,P003,S002,91,1365.0,0,0
2022-03-25,P001,S001,120,3000.0,1,0
2022-03-25,P001,S002,133,3325.0,1,0
2022-03-25,P002,S001,105,4200.0,0,0
2022-03-25,P002,S002,144,5760.0,1,0
2022-03-25,P003,S001,141,2115.0,1,0
2022-03-25,P003,S002,115,1725.0,0,0
2022-03-26,P001,S001,124,3100.0,0,0
2022-03-26,P001,S002,143,3575.0,0,0
2022-03-26,P002,S001,140,5600.0,1,0
2022-03-26,P002,S002,140,5600.0,0,0
2022-03-26,P003,S001,127,1905.0,0,0
2022-03-26,P003,S002,139,2085.0,1,0
2022-03-27,P001,S001,117,2925.0,0,0
2022-03-27,P001,S002,185,4625.0,1,0
2022-03-27,P002,S001,161,6440.0,1,0
2022-03-27,P002,S002,179,7160.0,1,0
2022-03-27,P003,S001,137,2055.0,0,0
2022-03-27,P003,S002,128,1920.0,0,0
2022-03-28,P001,S001,92,2300.0,0,0
2022-03-28,P001,S002,110,2750.0,0,0
2022-03-28,P002,S001,111,4440.0,0,0
2022-03-28,P002,S002,98,3920.0,0,0
2022-03-28,P003,S001,113,1695.0,0,0
2022-03-28,P003,S002,108,1620.0,0,0
2022-03-29,P001,S001,140,3500.0,1,0
2022-03-29,P001,S002,89,2225.0,0,0
2022-03-29,P002,S001,116,4640.0,1,0
2022-03-29,P002,S002,136,5440.0,1,0
2022-03-29,P003,S001,147,2205.0,1,0
2022-03-29,P003,S002,129,1935.0,1,0
2022-03-30,P001,S001,101,2525.0,0,0
2022-03-30,P001,S002,108,2700.0,0,0
2022-03-30,P002,S001,155,6200.0,1,0
2022-03-30,P002,S002,101,4040.0,0,0
2022-03-30,P003,S001,111,1665.0,0,0
2022-03-30,P003,S002,92,1380.0,0,0
2022-03-31,P001,S001,97,2425.0,0,0
2022-03-31,P001,S002,96,2400.0,0,0
2022-03-31,P002,S001,89,3560.0,0,0
2022-03-31,P002,S002,132,5280.0,1,0
2022-03-31,P003,S001,110,1650.0,0,0
2022-03-31,P003,S002,118,1770.0,0,0
2022-04-01,P001,S001,91,2275.0,0,0
2022-04-01,P001,S002,116,2900.0,0,0
2022-04-01,P002,S001,134,5360.0,1,0
2022-04-01,P002,S002,94,3760.0,0,0
2022-04-01,P003,S001,124,1860.0,1,0
2022-04-01,P003,S002,141,2115.0,1,0
2022-04-02,P001,S001,125,3125.0,0,0
2022-04-02,P001,S002,113,2825.0,0,0
2022-04-02,P002,S001,113,4520.0,0,0
2022-04-02,P002,S002,119,4760.0,0,0
2022-04-02,P003,S001,143,2145.0,0,0
2022-04-02,P003,S002,184,2760.0,1,0
2022-04-03,P001,S001,147,3675.0,1,0
2022-04-03,P001,S002,135,3375.0,0,0
2022-04-03,P002,S001,112,4480.0,0,0
2022-04-03,P002,S002,149,5960.0,1,0
2022-04-03,P003,S001,126,1890.0,0,0
2022-04-03,P003,S002,128,1920.0,0,0
2022-04-04,P001,S001,116,2900.0,0,0
2022-04-04,P001,S002,93,2325.0,0,0
2022-04-04,P002,S001,154,6160.0,1,0
2022-04-04,P002,S002,148,5920.0,1,0
2022-04-04,P003,S001,106,1590.0,0,0
2022-04-04,P003,S002,101,1515.0,0,0
2022-04-05,P001,S001,97,2425.0,0,0
2022-04-05,P001,S002,104,2600.0,0,0
2022-04-05,P002,S001,95,3800.0,0,0
2022-04-05,P002,S002,91,3640.0,0,0
2022-04-05,P003,S001,135,2025.0,1,0
2022-04-05,P003,S002,107,1605.0,0,0
2022-04-06,P001,S001,129,3225.0,1,0
2022-04-06,P001,S002,106,2650.0,0,0
2022-04-06,P002,S001,116,4640.0,0,0
2022-04-06,P002,S002,109,4360.0,0,0
2022-04-06,P003,S001,151,2265.0,1,0
2022-04-06,P003,S002,115,1725.0,0,0
2022-04-07,P001,S001,110,2750.0,0,0
2022-04-07,P001,S002,112,2800.0,0,0
2022-04-07,P002,S001,116,4640.0,0,0
2022-04-07,P002,S002,116,4640.0,1,0
